TicketDate,Hr,TicketCount
2015-08-11,9,4
2015-06-22,12,325
2014-04-29,16,296
2014-04-29,22,95
2014-02-02,10,76
2014-08-27,18,381
2013-12-31,13,531
2015-07-25,9,4
2014-04-30,9,2
2015-03-27,13,442
2015-08-03,17,375
2015-08-16,18,344
2015-04-05,21,172
2014-05-22,18,381
2015-11-02,9,46
2014-09-04,10,104
2015-07-05,13,340
2014-01-19,22,64
2015-09-30,12,284
2014-08-08,9,4
2015-11-11,17,356
2014-02-11,18,276
2015-05-08,18,453
2015-07-14,21,208
2014-06-18,19,348
2014-01-27,14,232
2014-07-31,17,353
2014-05-05,18,335
2014-10-25,23,8
2014-10-02,21,228
2015-01-03,13,414
2014-05-28,20,301
2014-07-17,23,5
2014-11-08,17,483
2014-12-11,11,224
2015-10-11,23,4
2014-12-05,18,369
2015-03-08,10,60
2014-09-05,20,306
2015-11-30,20,195
2013-12-22,11,307
2015-05-31,20,189
2015-09-07,10,125
2015-10-28,23,2
2014-09-19,20,318
2013-12-08,11,238
2015-04-27,13,394
2015-10-11,17,483
2015-09-08,20,236
2014-10-12,16,550
2015-02-09,15,224
2014-06-14,20,315
2015-11-07,18,336
2014-04-25,23,8
2014-10-29,22,107
2014-07-27,15,483
2015-09-18,21,288
2014-08-23,19,398
2015-10-21,15,381
2014-01-04,12,223
2015-03-31,12,373
2015-07-29,8,1
2015-01-21,9,4
2014-10-26,10,119
2014-12-24,18,299
2014-05-15,13,476
2015-10-02,9,5
2014-11-18,12,383
2013-12-12,13,432
2015-01-07,15,221
2014-02-09,21,45
2015-11-13,17,387
2014-09-15,18,383
2015-05-06,21,187
2014-07-18,10,155
2015-09-18,15,450
2014-08-23,13,475
2015-02-26,12,333
2014-09-29,15,328
2014-09-29,9,4
2015-11-21,12,330
2014-11-17,22,81
2013-12-21,18,440
2015-03-17,18,316
2015-03-04,17,245
2014-09-06,13,483
2014-11-04,21,123
2015-01-07,9,4
2014-12-07,18,339
2015-02-12,21,129
2014-08-09,22,200
2014-01-17,19,279
2015-06-12,17,388
2014-12-15,13,447
2014-08-10,12,327
2014-03-01,17,438
2014-09-23,13,468
2014-04-03,8,1
2014-06-28,14,421
2015-08-20,23,2
2013-12-04,18,307
2014-05-26,23,6
2015-07-21,10,90
2015-10-02,15,392
2013-12-27,20,196
2014-05-03,21,224
2014-04-26,10,119
2014-11-10,17,320
2014-08-31,11,220
2015-02-04,23,1
2014-02-15,23,1
2014-03-20,14,418
2015-08-07,10,119
2014-07-12,8,1
2014-04-06,20,214
2014-05-23,11,246
2015-10-16,9,9
2014-10-27,23,4
2015-07-01,20,276
2015-02-18,17,291
2014-10-04,21,232
2014-12-30,20,284
2014-10-20,14,371
2015-05-29,17,422
2015-05-29,23,12
2015-09-26,13,405
2014-03-14,18,349
2015-09-09,13,409
2014-02-15,17,330
2015-05-12,17,334
2014-06-15,13,442
2015-08-07,16,420
2014-07-12,14,526
2015-01-12,21,139
2015-04-09,20,257
2014-10-13,9,3
2014-01-23,21,115
2014-08-04,10,83
2015-10-29,10,107
2014-04-06,14,470
2015-07-01,14,397
2015-02-18,23,2
2015-07-24,19,349
2015-02-01,14,401
2015-04-28,20,268
2014-03-06,23,6
2015-04-29,13,515
2014-06-01,22,116
2014-03-28,9,2
2015-09-17,8,2
2014-01-23,12,274
2014-01-10,11,138
2015-04-06,11,188
2014-04-06,17,387
2015-05-21,22,149
2014-05-23,14,560
2015-10-10,10,101
2015-07-01,17,347
2014-08-17,20,264
2014-03-14,15,372
2014-03-20,17,314
2014-06-15,16,458
2015-09-03,14,412
2015-08-07,13,495
2015-04-15,19,368
2014-06-09,14,416
2015-02-15,8,2
2015-07-02,10,85
2014-06-06,8,2
2015-06-17,23,5
2015-06-04,16,410
2014-01-15,20,197
2014-06-29,10,107
2014-09-23,16,302
2014-03-01,14,445
2014-04-03,11,173
2015-05-26,14,388
2014-06-28,17,389
2014-02-28,21,115
2015-08-20,20,254
2013-12-04,15,343
2014-05-26,20,265
2014-03-01,8,1
2015-06-18,10,85
2014-04-12,19,378
2015-03-09,23,3
2015-09-12,22,210
2015-09-12,16,522
2014-05-17,12,469
2013-12-13,23,5
2014-02-21,16,315
2015-11-01,19,235
2015-09-03,8,1
2014-04-20,11,246
2013-12-21,15,568
2015-03-17,15,291
2014-07-15,23,4
2015-06-04,22,151
2014-05-09,20,307
2015-07-15,11,133
2014-02-12,8,2
2015-05-20,12,319
2014-08-26,22,137
2014-06-01,16,543
2014-02-23,12,337
2015-11-20,22,158
2015-08-26,16,341
2014-12-07,15,543
2015-09-18,18,389
2015-06-12,14,495
2015-03-18,8,1
2014-09-09,16,324
2014-05-18,22,134
2015-08-12,22,129
2015-07-09,15,369
2014-12-01,22,71
2014-07-21,19,417
2014-02-06,12,301
2015-10-15,19,311
2015-03-04,14,260
2014-12-21,9,2
2014-02-07,22,108
2015-01-20,19,215
2015-04-23,11,240
2014-12-24,15,553
2014-04-25,20,298
2014-12-01,13,340
2015-03-31,15,360
2014-08-23,16,473
2014-01-04,15,414
2015-03-31,9,4
2014-01-04,9,3
2014-09-09,22,141
2013-12-18,9,18
2015-01-13,11,186
2015-02-09,12,226
2014-10-12,19,367
2014-06-14,23,13
2014-03-15,8,3
2015-11-07,21,218
2015-06-09,8,3
2014-09-15,15,349
2015-08-29,22,183
2014-12-01,16,301
2015-03-04,8,1
2014-09-29,12,343
2014-07-04,13,354
2015-11-21,9,49
2015-02-12,18,287
2015-02-26,15,253
2015-10-29,7,2
2014-12-02,9,2
2014-12-15,10,131
2015-01-07,12,231
2014-10-12,13,595
2014-12-10,21,165
2015-11-07,15,515
2015-03-12,9,5
2013-12-21,21,235
2014-11-18,15,318
2015-03-17,21,143
2014-09-06,10,121
2014-11-04,18,375
2015-01-26,18,237
2014-10-26,13,455
2015-04-23,17,306
2014-12-24,21,143
2014-09-28,22,123
2015-11-04,9,35
2014-08-10,9,3
2015-02-03,13,309
2014-06-20,22,217
2015-11-12,7,3
2015-10-15,13,430
2014-11-18,9,1
2015-11-21,15,529
2014-12-01,18,271
2014-06-27,18,415
2014-12-07,11,285
2015-03-15,21,165
2014-02-27,22,80
2013-12-18,11,194
2014-12-14,8,2
2014-12-14,14,550
2014-04-25,22,139
2015-06-23,21,202
2015-02-02,11,107
2014-08-23,18,422
2015-10-21,14,444
2015-10-21,17,368
2014-08-29,11,263
2014-03-19,18,304
2014-09-05,14,506
2015-08-12,18,403
2014-10-19,12,351
2014-08-15,23,14
2014-05-15,12,370
2015-11-04,11,166
2015-10-07,20,268
2014-08-22,20,291
2014-05-08,15,317
2014-10-12,15,569
2015-09-01,14,391
2015-09-30,23,4
2014-07-18,9,5
2014-10-11,23,22
2014-08-23,12,374
2014-08-29,17,399
2015-10-14,17,379
2015-10-28,14,325
2015-06-22,23,5
2014-06-26,20,364
2014-07-04,15,410
2014-11-30,20,173
2014-12-08,15,298
2014-10-26,9,2
2014-06-20,18,406
2014-05-22,9,4
2015-09-15,8,1
2014-03-05,21,126
2015-07-13,11,138
2014-12-07,17,435
2014-08-09,21,247
2015-08-19,15,342
2014-09-06,12,386
2015-08-25,20,278
2015-08-18,23,3
2014-08-30,15,529
2014-08-30,9,3
2015-07-20,8,1
2015-08-26,12,345
2014-03-26,15,324
2015-10-15,15,383
2014-10-11,17,503
2015-05-11,15,312
2015-06-29,20,321
2015-03-17,17,295
2014-07-11,12,474
2015-09-08,11,218
2015-12-03,20,219
2014-06-13,21,185
2014-11-08,8,1
2015-10-28,8,3
2014-07-04,9,2
2014-05-22,15,410
2015-10-14,23,1
2014-10-18,20,289
2015-01-19,17,316
2014-08-15,17,405
2014-03-27,10,79
2015-11-25,22,117
2015-07-07,15,349
2015-09-16,9,3
2014-03-20,13,387
2015-07-14,12,303
2014-11-16,20,185
2015-03-16,22,94
2015-09-02,15,326
2014-11-23,17,424
2014-05-23,10,140
2013-12-17,10,71
2014-05-29,12,395
2015-10-22,12,402
2015-05-18,12,383
2013-12-04,17,248
2014-01-22,13,231
2015-03-30,16,366
2015-01-25,19,219
2015-10-29,9,23
2015-07-01,19,350
2015-05-25,15,434
2015-05-25,9,1
2014-09-27,23,24
2014-02-05,13,240
2014-03-14,17,392
2015-07-08,16,295
2015-06-01,12,241
2014-10-04,20,333
2014-06-05,9,5
2015-03-10,20,174
2015-02-01,16,344
2015-09-02,9,1
2015-03-23,19,260
2014-06-19,23,4
2014-11-23,23,1
2014-01-29,10,49
2014-01-16,17,238
2015-09-09,12,294
2015-12-02,19,252
2014-12-06,16,516
2015-05-12,16,325
2013-12-10,13,357
2014-05-16,13,557
2015-01-12,20,178
2014-12-19,18,426
2015-11-16,9,30
2014-10-31,10,99
2015-05-18,21,233
2015-11-23,6,2
2014-10-24,13,539
2014-12-12,21,209
2015-02-14,18,456
2014-07-23,10,81
2015-11-02,15,371
2014-02-04,21,117
2014-12-27,10,82
2015-01-02,12,413
2015-03-22,21,130
2014-10-16,21,161
2014-10-10,19,358
2015-10-19,21,143
2015-01-31,18,352
2013-12-16,18,310
2014-04-07,13,384
2015-01-09,9,1
2014-09-11,13,455
2015-03-29,18,362
2014-10-23,18,356
2013-12-24,10,224
2014-07-16,13,455
2015-11-09,12,286
2015-02-07,21,199
2014-12-20,13,479
2014-11-13,9,5
2015-04-19,9,3
2015-07-13,20,315
2014-08-06,10,82
2015-02-06,20,195
2015-07-19,13,358
2014-04-08,8,2
2014-01-21,21,66
2015-07-26,10,97
2015-04-11,17,452
2014-07-30,13,497
2015-07-06,23,4
2015-01-30,23,1
2014-01-28,18,282
2014-04-01,11,189
2015-10-27,13,408
2015-05-17,20,271
2014-12-11,20,228
2015-03-28,23,6
2015-02-13,17,407
2014-05-28,11,176
2014-06-03,13,424
2015-07-20,17,366
2014-03-26,18,296
2014-04-01,20,249
2015-09-21,10,96
2014-11-07,13,523
2014-04-08,17,329
2014-05-21,14,448
2015-06-06,13,416
2014-09-18,10,87
2013-12-09,21,125
2015-11-10,13,381
2014-04-14,10,80
2015-05-24,17,419
2014-12-18,17,359
2015-01-24,21,191
2014-02-10,17,235
2014-02-10,14,229
2014-11-14,10,95
2014-07-17,17,375
2014-07-17,14,453
2015-09-14,13,423
2014-06-10,10,103
2015-04-04,20,256
2015-04-10,13,475
2014-03-19,21,97
2013-12-02,18,288
2015-11-03,10,120
2015-03-28,17,469
2014-01-27,20,156
2015-07-13,14,367
2014-07-03,20,240
2015-04-18,8,1
2015-07-19,19,304
2015-09-22,8,1
2014-02-24,11,110
2015-07-26,16,455
2015-04-11,11,246
2015-09-15,11,200
2014-05-28,14,421
2014-06-26,23,12
2015-05-16,22,186
2014-09-05,17,442
2013-12-22,14,593
2014-01-20,23,1
2015-10-20,22,72
2014-04-01,17,284
2015-09-14,19,349
2014-05-07,20,243
2015-04-04,14,497
2015-07-27,8,2
2015-11-03,16,387
2014-01-05,8,1
2015-01-01,11,6
2014-07-10,17,345
2014-08-22,23,10
2015-07-12,22,112
2014-02-17,14,399
2014-02-03,17,218
2014-02-21,18,335
2014-12-19,23,6
2014-12-30,13,486
2014-11-23,9,3
2015-05-25,23,4
2014-05-29,20,332
2015-04-11,16,485
2014-07-24,19,337
2014-05-31,23,3
2015-11-16,14,10
2014-05-21,22,218
2014-12-27,15,496
2015-05-27,20,217
2014-04-15,19,244
2015-07-20,16,346
2015-07-30,17,282
2014-09-18,15,406
2014-07-17,22,181
2014-08-06,9,5
2013-12-29,16,313
2014-02-10,22,51
2014-04-05,18,414
2015-10-01,10,92
2015-09-11,23,10
2013-12-19,21,159
2015-05-24,22,163
2014-11-21,12,419
2015-03-04,10,69
2014-09-28,10,132
2015-09-21,18,385
2014-04-08,16,309
2015-11-07,17,505
2015-03-14,11,211
2014-11-14,15,415
2014-04-08,22,98
2014-06-10,15,368
2014-11-14,9,2
2015-06-03,23,5
2015-06-03,17,375
2015-11-17,18,344
2015-02-13,22,101
2014-07-27,14,517
2014-07-27,17,475
2014-11-24,10,88
2015-09-24,13,447
2014-03-29,21,177
2015-07-20,22,140
2014-07-17,16,330
2014-08-06,15,395
2015-09-11,17,416
2015-08-09,12,305
2014-07-24,13,498
2015-10-12,9,4
2014-11-11,14,445
2014-07-06,23,12
2014-12-27,21,193
2015-10-30,22,160
2015-11-17,12,313
2015-08-06,8,1
2015-11-27,13,409
2015-09-14,18,400
2014-09-26,10,93
2014-05-21,19,386
2014-09-01,23,12
2014-03-28,23,7
2014-06-21,8,1
2015-08-16,9,2
2014-08-03,14,479
2014-01-05,13,288
2014-05-31,20,323
2015-11-14,14,523
2014-10-09,9,4
2014-06-11,13,458
2014-05-14,22,165
2014-09-11,18,353
2014-11-04,20,154
2014-09-29,14,393
2014-05-24,23,12
2015-11-24,15,430
2015-11-24,9,46
2015-07-27,13,439
2014-04-25,8,1
2014-04-15,13,382
2014-09-08,20,250
2014-09-19,13,524
2015-11-06,19,347
2014-06-03,18,294
2014-08-13,9,3
2015-08-06,14,455
2015-01-06,16,241
2015-07-09,23,9
2014-09-18,21,232
2014-01-16,9,4
2015-10-02,14,427
2015-04-16,16,331
2014-10-24,18,410
2015-02-04,22,71
2015-02-21,20,170
2015-11-09,17,327
2015-06-21,10,87
2015-01-08,13,302
2015-03-03,9,1
2015-06-14,13,462
2015-02-14,23,5
2015-04-09,19,313
2014-11-03,19,249
2014-05-06,10,89
2015-06-01,20,210
2015-03-13,10,88
2014-03-03,13,309
2014-10-27,22,93
2014-06-08,15,543
2015-08-17,10,96
2014-04-26,9,1
2015-04-18,13,496
2014-01-03,16,266
2015-09-22,13,391
2014-12-30,19,306
2014-02-21,12,273
2014-02-28,15,333
2014-02-28,9,3
2014-04-06,19,299
2014-02-18,14,298
2014-04-13,16,498
2014-06-18,10,96
2013-12-27,19,248
2015-09-29,10,96
2015-06-24,8,1
2015-02-24,12,306
2015-10-09,11,189
2015-06-11,15,399
2014-11-06,17,308
2014-04-16,14,407
2015-02-11,19,285
2015-03-06,13,382
2014-08-14,10,94
2014-03-10,10,56
2015-01-26,9,3
2014-01-05,22,52
2014-12-03,13,394
2014-09-23,19,332
2014-11-16,15,491
2014-11-23,12,423
2014-09-30,16,341
2015-03-06,16,295
2015-01-11,20,149
2015-03-13,13,515
2015-01-18,17,238
2014-08-08,15,454
2013-12-26,21,167
2015-01-08,16,198
2014-11-15,20,272
2015-04-21,20,285
2015-11-11,23,6
2014-12-29,21,171
2015-04-28,17,371
2015-04-18,22,161
2014-08-18,10,75
2014-10-11,12,448
2015-11-19,15,302
2014-03-03,16,238
2015-11-18,20,212
2015-01-01,19,254
2015-01-19,12,335
2014-01-23,9,1
2014-08-15,12,460
2015-01-08,22,49
2014-12-13,8,1
2015-08-11,15,357
2014-04-18,20,339
2014-01-05,16,335
2015-10-14,12,306
2015-07-03,8,1
2015-05-11,16,327
2013-12-29,19,194
2014-11-18,18,315
2015-06-26,11,193
2014-01-15,17,250
2014-09-05,9,4
2015-08-18,12,335
2014-02-20,20,205
2015-08-19,16,349
2014-08-26,8,1
2015-03-15,16,479
2015-03-18,11,112
2014-10-08,14,402
2014-04-25,17,380
2015-10-21,9,24
2014-03-02,21,66
2014-08-16,13,478
2015-03-05,21,119
2014-06-23,11,199
2015-02-16,23,3
2015-06-16,19,271
2014-03-12,13,362
2015-06-23,16,293
2015-02-23,20,148
2014-06-30,14,458
2014-01-08,20,147
2014-04-15,22,66
2014-11-08,23,13
2014-05-08,16,328
2015-10-11,14,462
2014-06-20,13,495
2015-06-13,21,265
2014-03-15,11,219
2015-03-08,19,289
2014-10-18,9,3
2015-02-26,18,299
2015-10-01,16,324
2014-10-08,8,3
2014-08-05,23,6
2015-04-23,20,289
2015-06-16,16,316
2014-05-05,12,402
2014-09-28,19,326
2014-04-07,21,97
2015-05-11,10,76
2014-07-26,22,194
2014-04-28,15,363
2015-06-26,17,412
2014-01-15,11,149
2014-01-08,14,251
2015-08-01,20,289
2014-06-20,19,331
2014-01-18,15,468
2015-11-16,23,1
2015-06-07,11,218
2014-03-18,23,6
2015-05-30,16,443
2014-04-08,11,144
2014-05-21,20,317
2015-08-31,19,340
2015-09-28,10,94
2015-05-31,14,437
2013-12-09,15,287
2015-05-03,23,4
2013-12-16,12,362
2014-05-14,17,385
2014-04-15,14,338
2014-04-15,8,3
2015-09-07,16,416
2015-09-07,22,102
2015-05-10,20,248
2014-09-19,8,1
2014-05-14,23,2
2013-12-29,11,191
2015-06-29,23,5
2015-05-23,19,378
2014-07-23,16,318
2015-10-27,19,273
2014-02-04,15,255
2015-01-23,23,5
2014-08-29,20,318
2014-06-04,11,180
2015-07-27,14,425
2015-02-20,14,366
2014-03-25,20,182
2015-07-12,16,392
2015-07-20,11,174
2015-10-13,19,289
2014-12-19,12,432
2015-04-18,14,537
2014-10-31,16,358
2014-04-02,15,329
2014-05-27,16,324
2014-01-06,9,3
2014-08-21,22,147
2015-02-21,9,3
2014-09-17,9,1
2014-10-24,19,382
2014-12-12,15,434
2014-05-20,19,363
2015-10-20,16,341
2014-04-09,12,373
2014-09-04,16,380
2014-10-17,22,169
2014-05-13,22,136
2014-04-16,9,4
2013-12-23,15,557
2014-03-31,16,325
2014-02-11,12,278
2014-12-26,9,3
2014-07-16,19,391
2015-02-07,15,466
2015-04-12,12,360
2014-11-06,12,364
2014-07-09,16,306
2014-07-09,22,145
2014-02-18,9,1
2015-02-27,11,217
2014-10-30,15,369
2015-08-03,11,138
2015-10-26,18,396
2014-07-02,19,291
2015-04-05,15,452
2015-02-14,12,407
2014-10-17,16,436
2014-09-10,12,398
2013-12-23,9,57
2015-08-24,22,134
2014-12-26,15,416
2014-08-28,19,338
2013-12-30,12,328
2015-04-25,11,277
2014-04-30,23,3
2014-08-27,21,217
2015-01-31,21,176
2014-11-06,15,367
2014-11-13,12,373
2013-12-24,13,594
2014-09-03,18,414
2015-09-27,9,5
2015-02-07,18,374
2014-12-05,21,166
2015-01-02,15,506
2014-11-20,9,4
2013-12-16,21,146
2015-09-13,15,108
2015-02-21,12,328
2014-10-30,18,337
2014-09-17,12,361
2013-12-10,19,235
2014-09-11,10,105
2015-02-28,9,6
2014-12-19,21,188
2013-12-03,22,94
2015-11-16,12,12
2014-10-31,13,461
2014-05-27,13,452
2014-09-24,9,6
2015-08-30,21,151
2015-11-09,15,380
2015-11-09,9,41
2014-09-04,13,466
2015-03-29,21,180
2015-09-20,12,332
2014-10-23,21,174
2015-01-02,9,4
2015-06-08,9,5
2014-12-12,18,342
2014-08-14,22,172
2015-06-06,10,90
2015-05-31,17,298
2014-09-18,13,483
2013-12-09,18,334
2015-03-21,23,13
2014-05-21,11,199
2015-11-10,10,78
2015-08-25,23,7
2015-11-03,13,459
2015-03-28,20,272
2014-09-25,10,68
2013-12-02,21,112
2015-09-01,20,253
2015-05-30,13,438
2014-07-23,13,488
2014-07-17,11,240
2015-09-08,17,368
2015-05-17,23,7
2014-02-04,18,292
2014-12-27,13,484
2015-04-04,17,480
2015-08-02,10,78
2015-09-07,13,377
2015-07-06,20,288
2015-01-30,20,204
2014-05-14,14,443
2015-07-13,17,415
2015-02-06,17,337
2014-01-21,18,199
2014-07-10,14,421
2014-06-03,10,104
2015-09-21,13,354
2014-11-07,10,108
2015-09-14,10,79
2015-05-17,17,430
2015-11-23,9,43
2015-07-26,13,391
2015-05-24,20,281
2014-07-30,10,67
2014-05-28,17,344
2015-01-03,10,109
2014-01-28,21,94
2014-04-01,14,379
2015-08-31,22,118
2013-12-15,17,387
2015-05-31,11,179
2014-03-11,23,6
2014-04-08,14,351
2014-05-21,17,434
2014-02-11,9,4
2014-03-18,20,226
2015-07-06,17,343
2015-06-07,8,3
2015-10-27,22,102
2015-09-14,16,403
2014-05-07,23,4
2014-06-04,14,424
2013-12-01,23,3
2015-07-27,11,178
2015-02-20,11,158
2014-03-25,17,263
2015-08-02,13,389
2015-05-24,14,405
2015-04-11,8,3
2014-01-28,15,205
2014-07-03,17,423
2014-07-03,23,4
2014-04-02,12,301
2015-07-19,16,375
2015-03-21,20,271
2014-02-24,8,2
2015-11-17,10,123
2015-02-13,14,404
2014-07-10,20,357
2014-02-17,11,159
2015-07-12,19,311
2014-07-24,11,201
2014-02-03,20,110
2015-03-14,23,5
2015-07-20,14,389
2015-06-13,10,101
2015-10-27,16,377
2015-05-23,16,478
2014-02-04,12,250
2014-03-25,23,2
2015-09-15,14,469
2014-04-15,11,208
2015-09-07,19,319
2013-12-08,20,145
2013-12-16,15,374
2015-08-09,10,97
2015-04-11,14,495
2014-05-14,20,299
2014-09-11,16,353
2015-05-10,23,1
2015-08-31,16,338
2015-01-31,15,424
2015-04-12,9,2
2014-12-13,19,284
2014-02-18,12,257
2014-11-06,9,3
2014-07-09,19,397
2014-07-16,16,370
2014-02-11,15,241
2015-08-24,19,337
2015-06-07,14,469
2015-02-07,12,284
2014-10-10,22,173
2014-12-20,16,541
2015-03-29,15,537
2015-11-24,7,4
2015-02-14,9,7
2014-09-24,11,228
2015-05-03,14,475
2014-02-06,14,307
2015-06-26,10,93
2015-01-30,22,97
2014-08-10,17,399
2014-10-12,21,205
2014-01-08,19,196
2015-07-06,11,138
2014-04-11,11,210
2015-04-04,19,349
2015-03-18,10,80
2014-10-22,22,82
2014-11-18,17,301
2015-09-07,15,451
2013-12-22,10,161
2014-12-15,18,396
2014-01-01,11,3
2015-02-26,17,243
2014-07-03,11,244
2014-03-05,15,275
2013-12-02,23,4
2015-09-27,11,214
2015-02-26,23,1
2015-05-30,15,475
2015-05-30,9,3
2015-05-20,14,476
2014-06-23,10,98
2015-09-17,10,115
2015-06-16,18,329
2014-11-18,23,1
2015-10-14,11,177
2014-11-08,22,163
2014-07-04,21,169
2014-03-15,10,89
2013-12-12,18,290
2015-02-09,14,244
2015-06-09,10,82
2015-03-08,18,398
2014-02-06,20,191
2015-06-26,16,424
2015-07-23,14,436
2015-01-03,18,303
2014-04-28,14,423
2015-01-31,9,7
2014-04-01,16,318
2015-05-21,10,95
2015-01-13,19,217
2015-01-21,8,1
2014-11-28,12,305
2015-04-04,13,509
2014-02-24,10,61
2013-12-21,23,11
2014-01-18,14,436
2015-05-11,9,3
2015-03-18,13,390
2013-12-22,13,532
2015-06-07,10,106
2015-08-11,20,252
2015-04-14,14,320
2014-05-17,20,369
2014-02-14,9,5
2015-03-17,23,1
2013-12-12,12,328
2014-03-15,16,518
2015-03-08,12,272
2014-12-07,23,25
2014-01-10,19,246
2015-12-01,12,281
2015-05-20,20,297
2014-06-23,16,343
2014-02-23,20,141
2015-08-01,19,325
2015-09-17,16,378
2013-12-31,18,284
2015-03-27,18,423
2014-12-15,12,415
2014-01-27,19,228
2015-04-23,19,306
2014-06-04,10,93
2014-01-28,9,1
2015-05-01,14,433
2015-04-24,9,6
2014-12-24,23,3
2015-10-23,19,327
2014-06-05,23,4
2015-08-30,23,1
2014-10-03,13,533
2015-08-20,22,142
2015-01-21,14,344
2014-05-26,22,141
2014-04-20,19,285
2015-07-15,19,327
2014-12-06,10,135
2014-02-15,22,98
2015-05-12,22,157
2015-02-17,15,278
2015-07-05,18,345
2014-08-01,9,1
2015-09-16,23,8
2014-10-13,14,500
2013-12-03,10,121
2015-05-29,22,188
2014-10-30,14,398
2015-09-26,18,351
2015-11-19,20,172
2014-07-02,18,347
2015-02-27,10,82
2014-03-14,23,4
2014-11-09,15,499
2014-11-09,9,1
2014-07-12,13,438
2014-07-12,19,331
2015-10-06,19,324
2015-10-06,13,485
2015-06-08,23,4
2014-07-22,14,389
2014-06-25,13,456
2014-03-24,18,338
2015-06-18,18,345
2015-10-16,14,460
2015-02-18,22,96
2013-12-04,23,6
2015-02-17,9,2
2014-08-08,20,313
2015-12-01,21,116
2015-06-11,16,347
2015-08-04,12,340
2014-09-06,21,283
2014-03-17,16,228
2014-03-08,8,1
2015-02-21,15,404
2015-08-14,13,490
2015-04-16,11,220
2015-10-07,9,1
2014-05-20,13,560
2015-06-02,8,1
2014-05-02,20,294
2015-09-19,16,489
2014-06-25,16,325
2015-09-20,9,4
2015-07-27,20,291
2015-09-29,17,331
2015-07-18,12,277
2014-07-05,17,359
2014-08-28,13,538
2014-04-23,12,349
2015-11-22,13,423
2015-09-10,8,1
2015-01-06,11,152
2015-08-31,13,391
2015-07-08,11,133
2014-04-13,11,248
2015-09-09,21,208
2015-09-02,16,331
2015-07-17,19,394
2014-04-22,19,318
2014-06-08,16,576
2014-02-08,20,222
2014-10-13,17,459
2015-05-05,20,266
2014-01-03,11,107
2015-08-23,21,188
2014-09-26,17,403
2014-01-30,12,275
2015-04-26,12,395
2014-05-30,8,1
2014-05-29,21,228
2014-06-25,22,129
2015-03-30,11,191
2015-08-13,20,320
2015-04-08,19,316
2014-05-19,20,355
2014-09-16,16,341
2015-04-07,9,4
2014-05-21,23,9
2014-11-11,21,177
2014-07-14,19,352
2015-10-08,19,312
2014-01-11,9,2
2015-02-02,12,216
2014-11-01,20,221
2014-02-26,13,338
2015-05-23,13,407
2014-08-30,16,491
2014-04-05,19,347
2015-06-30,19,340
2014-03-25,14,315
2015-05-13,12,337
2014-06-07,23,6
2015-09-01,23,1
2015-11-04,20,249
2014-12-08,16,335
2013-12-15,14,452
2014-11-11,12,426
2013-12-15,8,1
2015-03-11,14,428
2014-08-10,20,226
2015-11-14,21,179
2014-08-20,21,225
2014-11-21,13,472
2014-06-27,19,365
2015-05-24,23,4
2014-11-28,21,177
2014-07-24,20,326
2013-12-05,13,409
2014-10-25,12,439
2015-10-18,20,192
2015-03-01,13,388
2014-04-04,9,3
2014-01-10,22,108
2014-10-15,17,365
2014-11-11,15,373
2015-04-06,22,92
2014-05-22,10,105
2015-02-02,18,222
2014-10-05,16,553
2015-11-06,20,299
2015-04-24,12,418
2014-12-17,21,190
2014-11-30,21,140
2014-09-26,11,230
2015-01-23,17,336
2014-12-27,22,154
2014-08-03,15,538
2015-02-19,18,280
2015-02-20,8,1
2014-09-04,19,346
2013-12-23,12,411
2014-10-24,16,402
2014-12-06,22,157
2015-10-26,21,211
2014-05-20,16,435
2014-07-02,22,111
2015-10-20,19,324
2014-12-19,15,465
2015-04-18,11,313
2015-10-13,22,119
2015-09-06,18,353
2014-08-21,19,364
2014-08-28,22,144
2014-08-28,16,312
2014-12-26,18,343
2014-12-26,12,336
2015-11-02,18,361
2014-09-10,15,378
2015-06-14,11,205
2015-02-14,15,540
2014-10-17,19,375
2014-05-13,19,343
2013-12-17,16,238
2015-07-05,22,112
2014-10-30,12,435
2015-08-03,8,1
2015-04-05,12,297
2014-04-09,9,2
2014-12-30,17,419
2015-03-26,23,4
2014-06-22,21,218
2013-12-07,21,187
2014-01-23,18,247
2014-08-04,13,480
2015-03-03,21,101
2015-10-29,13,440
2014-05-23,8,1
2014-04-06,23,1
2015-07-01,23,5
2014-02-15,20,202
2015-05-12,20,344
2014-07-12,11,251
2014-02-09,18,247
2015-04-09,17,313
2014-12-16,23,4
2015-05-06,18,359
2015-10-02,12,361
2014-11-12,13,412
2015-09-26,10,147
2014-05-09,14,446
2014-09-23,10,98
2015-08-20,14,403
2015-07-18,23,15
2015-11-15,13,484
2015-06-18,16,347
2014-01-29,14,297
2015-06-25,21,262
2015-02-18,20,177
2014-03-14,21,197
2015-09-09,10,117
2015-05-12,14,393
2014-06-15,10,125
2014-02-15,14,452
2015-08-13,9,5
2015-04-09,23,2
2015-05-29,20,366
2015-03-23,17,274
2014-05-03,18,396
2013-12-27,17,347
2015-09-26,16,472
2014-11-23,21,132
2014-04-26,13,524
2014-08-31,14,461
2014-08-13,18,397
2014-01-14,13,276
2014-06-24,21,228
2014-03-05,10,71
2014-12-28,20,223
2015-01-30,14,312
2014-10-22,17,302
2015-05-30,10,132
2015-07-20,23,3
2014-09-25,13,429
2014-10-31,22,127
2014-07-31,11,226
2015-10-25,11,238
